site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
PAER,PAER0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
PAMF,PAMF0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
PANC,PANC0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
PATM,PATM0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
SCMP,SCMP0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
SDMG,SDMG0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
SDML,SDML0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
SDPR,SDPR0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
SDRC,SDRC0xUSA,USA,NA,99.928,2661600,1920,16620,brief-failover,2661600,1920,28800,2,13798
SDRS,SDRS0xUSA,USA,NA,99.811,2658480,5040,16620,outage-no-cellular,2658480,5040,0,0,
SDWT,SDWT0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TNAC,TNAC0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,43200,3,2640
TNAM,TNAM0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TNBR,TNBR0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TNME,TNME0xUSA,USA,NA,99.180,2641680,21840,16620,outage-no-cellular,2641680,21840,0,0,
TXAM,TXAM0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TXAT,TXAT0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TXCC,TXCC0xUSA,USA,NA,99.813,2658540,4980,16620,outage-no-cellular,2658540,4980,0,0,
TXDR,TXDR0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
TXEP,TXEP0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
TXFL,TXFL0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
TXGV,TXGV0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TXKL,TXKL0xUSA,USA,NA,99.858,2659740,3780,16620,outage-no-cellular,2659740,3780,0,0,
TXLB,TXLB0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
