site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
RODE,RODE0xROU,ROU,EU,100.000,86460,0,0,stable,86460,0,0,0,
ROMA,ROMA0xROU,ROU,EU,100.000,86460,0,0,stable,86460,0,0,0,
RONA,RONA0xROU,ROU,EU,0.000,0,86460,0,offline-entire-window,0,86460,0,0,
ROSG,ROSG0xROU,ROU,EU,100.000,86460,0,0,outage-no-cellular,86460,0,0,0,
ROSI,ROSI0xROU,ROU,EU,100.000,86460,0,0,stable,86460,0,0,0,
ROTM,ROTM0xROU,ROU,EU,100.000,86460,0,0,stable,86460,0,0,0,
ROTU,ROTU0xROU,ROU,EU,100.000,86460,0,0,stable,86460,0,0,0,
SVBB,SVBB0xSVK,SVK,EU,100.000,86460,0,0,stable,86460,0,0,0,
SVKE,SVKE0xSVK,SVK,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWGA,SWGA0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWGO,SWGO0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWGV,SWGV0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWHU,SWHU0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWJO,SWJO0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWKA,SWKA0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWKR,SWKR0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWLJ,SWLJ0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWLU,SWLU0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWMA,SWMA0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWNO,SWNO0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWNY,SWNY0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWOB,SWOB0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWOK,SWOK0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWOS,SWOS0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWSG,SWSG0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWSK,SWSK0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWST,SWST0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
SWUD,SWUD0xSWE,SWE,EU,100.000,86460,0,0,,,,,,
SWVA,SWVA0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
